,geometry,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,lat,long
329,POINT (-36.77214460999994 -8.822370349713607),1.7,130.0,80.0,100.0,1666625847000,31365,Ventos de Santa Brígida I,BR1-08,745050.0,9024055.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida I Energias Renováveis S.A.,,330,PE,EOLCVPE031365-3-01,-8.822370349713607,-36.77214460999994
330,POINT (-50.33958531499997 -30.025565867181978),2.3,154.0,108.0,92.0,1666625847000,30734,Índios 2,DI2-10,563684.248714,6678183.992101,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos dos Índios Energia S.A.,,331,RS,EOLCVRS030734-3-01,-30.025565867181978,-50.33958531499997
331,POINT (-36.74373954899994 -8.908580987710856),1.7,130.0,80.0,100.0,1666625847000,31537,Serra das Vacas I,CSV1-03,748118.0,9014498.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Serra das Vacas I S.A.,,332,PE,EOLCVPE031537-0-01,-8.908580987710856,-36.74373954899994
332,POINT (-35.37940865699994 -5.3145703038257),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.10,236287.0,9412056.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,333,RN,EOLCVRN028424-6-01,-5.3145703038257,-35.37940865699994
333,POINT (-35.88964134299994 -5.090598088832966),1.6,130.0,80.0,100.0,1666625847000,30570,União dos Ventos 9,4,179580.49,9436603.71,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Ilha dos Ventos Geradora Eólica S.A,,334,RN,EOLCVRN030570-7-01,-5.090598088832966,-35.88964134299994
334,POINT (-37.68806350899996 -4.596148817849033),2.1,153.7,120.0,110.0,1666625847000,30924,Santa Catarina,SC-08,645532.0,9491843.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energia dos Ventos III S.A.,,335,CE,EOLCVCE030924-9-01,-4.596148817849033,-37.68806350899996
335,POINT (-37.76920582699995 -4.503206781852049),2.1,124.0,80.0,88.0,1666625847000,28770,Enacel,EN-02,636547.04279632,9502134.90329789,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,336,CE,EOLCVCE028770-9-01,-4.503206781852049,-37.76920582699995
336,POINT (-42.70188827799996 -13.89636084155952),2.7,150.0,89.0,122.0,1666625847000,31406,Taboquinha,TBQ - 08,748345.0,8462539.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Taboquinha S.A.,,337,BA,EOLCVBA031406-4-01,-13.89636084155952,-42.70188827799996
337,POINT (-41.49714243399996 -10.642527386657038),2.5,148.0,90.0,116.0,1666625847000,31741,Umburanas 03,UMB_03_07,226798.0,8822446.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 3 S.A.,,338,BA,EOLCVBA031741-1-01,-10.642527386657038,-41.49714243399996
338,POINT (-35.85546988799996 -5.368687586823931),1.6,120.0,80.0,82.0,1666625847000,30503,Eurus I,AG_13_EU1,183511.0,9405842.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Eólica S.A.,,339,RN,EOLCVRN030503-0-01,-5.368687586823931,-35.85546988799996
339,POINT (-34.97408236999996 -6.550675107785796),0.8,99.6,75.6,48.0,1666625847000,29088,Atlântica,19,281754.0,9275538.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,,340,PB,EOLCVPB029088-2-01,-6.550675107785796,-34.97408236999996
340,POINT (-35.89005916399998 -5.069716260833614),1.6,130.0,80.0,100.0,1666625847000,30569,União dos Ventos 8,UV8-04,179522.633,9438912.734,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Esquina dos Ventos Geradora Eólica S.A.,,341,RN,EOLCVRN030569-3-01,-5.069716260833614,-35.89005916399998
341,POINT (-53.38352489799996 -33.693818419128675),2.0,126.5,78.0,97.0,1666625847000,30754,Chuí IV,UG42,279075.36,6269241.85,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí IV S.A.,,342,RS,EOLCVRS030754-8-01,-33.693818419128675,-53.38352489799996
342,POINT (-39.26239059899996 -3.317613967890762),2.1,137.5,90.0,95.0,1666625847000,30352,Faísa I,4,470851.0,9633296.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa I Geração e Comercialização de Energia Ltda.,,343,CE,EOLCVCE030352-6-01,-3.317613967890762,-39.26239059899996
343,POINT (-41.03267362999998 -2.9012402709044314),2.1,124.0,80.0,88.0,1666625847000,28631,Praia Formosa,AEG 08,274054.0,9679119.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,344,CE,EOLCVCE028631-1-01,-2.9012402709044314,-41.03267362999998
344,POINT (-36.75841656299996 -8.81293373671391),1.7,130.0,80.0,100.0,1666625847000,31365,Ventos de Santa Brígida I,BR1-03,746567.0,9025090.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida I Energias Renováveis S.A.,,345,PE,EOLCVPE031365-3-01,-8.81293373671391,-36.75841656299996
345,POINT (-41.07428163099996 -9.852244455681408),2.0,125.0,80.0,90.0,1666625847000,30443,Pedra Branca,PB -06,272519.0,8910219.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Pedra Branca S.A,,346,BA,EOLCVBA030443-3-01,-9.852244455681408,-41.07428163099996
346,POINT (-41.04301379299994 -2.895570740904642),2.1,124.0,80.0,88.0,1666625847000,28631,Praia Formosa,AEG 26,272903.0,9679744.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,347,CE,EOLCVCE028631-1-01,-2.895570740904642,-41.04301379299994
347,POINT (-50.17772261799996 -30.081162545181087),2.3,139.0,98.0,82.0,1666625847000,28712,Elebrás Cidreira 1,25,577532.6,6671826.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Elebrás Projetos S.A,,348,RS,EOLCVRS028712-1-01,-30.081162545181087,-50.17772261799996
348,POINT (-42.61491881099993 -13.898246049559448),2.35,130.0,80.0,100.0,1666625847000,30801,Joana,AEG10,757746.0,8462238.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Enel Green Power Joana Eólica S.A.,,349,BA,EOLCVBA030801-3-01,-13.898246049559448,-42.61491881099993
349,POINT (-39.27643004399994 -3.2407475708932756),2.7,180.0,119.0,122.0,1666625847000,32011,Cacimbas 1,AG CA-01,469289.0,9641792.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Cacimbas S.A.,,350,CE,EOLCVCE032011-0-01,-3.2407475708932756,-39.27643004399994
350,POINT (-41.74244973899993 -2.83751781590652),2.0,138.5,90.0,97.0,1666625847000,30830,Porto Salgado,B-10,195085.0,9686021.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Porto Salgado Energia S.A.,,351,PI,EOLCVPI030830-7-01,-2.83751781590652,-41.74244973899993
351,POINT (-36.02906906399994 -5.105176607832489),2.1,175.0,120.0,110.0,1666625847000,33643,São Bento do Norte III,SBN III 10,163798.9,9435097.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica São Bento do Norte III S.A.,,352,RN,EOLCVRN033643-2-01,-5.105176607832489,-36.02906906399994
352,POINT (-36.46604485799997 -6.016481948803008),2.0,121.5,78.0,87.0,1666625847000,30519,Calango 2,CAL2-15,780513.0,9334323.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 2 Energia Renovável S.A.,,353,RN,EOLCVRN030519-7-01,-6.016481948803008,-36.46604485799997
353,POINT (-42.615343164999956 -14.205022393550543),1.6,121.25,80.0,82.5,1666625847000,30328,Guanambi,GUA_4,757401.0,8428328.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Guanambi Ltda.,,354,BA,EOLCVBA030328-3-01,-14.205022393550543,-42.615343164999956
354,POINT (-35.98893549299993 -5.056434502834044),2.0,175.0,120.0,110.0,1666625847000,30536,Dreen São Bento do Norte,5,168543.0,9440334.9999,Versão Válida,SIRGAS2000,,UTM 25 S (MER -33),GE São Bento do Norte S.A,,355,RN,EOLCVRN030536-7-01,-5.056434502834044,-35.98893549299993
355,POINT (-36.47059862299995 -6.0214918608028345),2.0,121.5,78.0,87.0,1666625847000,30519,Calango 2,CAL2-13,780006.0,9333770.999,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Calango 2 Energia Renovável S.A.,,356,RN,EOLCVRN030519-7-01,-6.0214918608028345,-36.47059862299995
356,POINT (-36.51547437299996 -6.033664427802432),2.0,126.5,78.0,97.0,1666625847000,30615,Serra de Santana III,5,775029.0,9332447.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Seridó S.A.,,357,RN,EOLCVRN030615-0-01,-6.033664427802432,-36.51547437299996
357,POINT (-39.977091110999936 -2.8972796629045594),1.5,123.5,85.0,77.0,1666625847000,30282,Coqueiros,12,391407.0,9679714.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Nova Eólica Coqueiro S.A.,,358,CE,EOLCVCE030282-1-01,-2.8972796629045594,-39.977091110999936
358,POINT (-39.896413837999944 -2.996653303901297),3.0,162.5,100.0,125.0,1666625847000,31817,Itarema VIII,ITA-VIII-07,400383.0,9668736.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema VIII S.A.,,359,CE,EOLCVCE031817-5-01,-2.996653303901297,-39.896413837999944
359,POINT (-42.67546490599995 -13.898239795559418),1.6,121.25,80.0,82.5,1666625847000,30318,Nossa Senhora da Conceição,NSC_11,751244.0,8462347.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Nossa Senhora Conceição S.A.,,360,BA,EOLCVBA030318-6-01,-13.898239795559418,-42.67546490599995
360,POINT (-35.90584048499994 -5.255419836827624),2.0,139.0,98.0,82.0,1666625847000,30308,Santa Clara II,SC-II-08,177866.21,9418353.16,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara II Energias Renováveis Ltda.,,361,RN,EOLCVRN030308-9-01,-5.255419836827624,-35.90584048499994
361,POINT (-52.22269779799995 -32.22438412914837),2.0,126.5,78.0,97.0,1666625847000,30477,REB Cassino II,9,384788.0,6434037.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),EOL Wind Energias Renováveis S.A,,362,RS,EOLCVRS030477-8-01,-32.22438412914837,-52.22269779799995
362,POINT (-41.09785016899997 -9.873548100680742),2.42,130.0,80.0,100.0,1666625847000,30456,São Pedro do Lago,SPL-06,269948.0,8907846.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),São Pedro do Lago S.A.,,363,BA,EOLCVBA030456-5-01,-9.873548100680742,-41.09785016899997
363,POINT (-49.61436711399995 -28.454001106208985),1.5,138.5,100.0,77.0,1666625847000,29055,Rio do Ouro,AEG 13,635670.93,6851722.2035,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Rio de Ouro Energia Eólica S.A.,,364,SC,EOLCVSC029055-6-01,-28.454001106208985,-49.61436711399995
364,POINT (-35.878577948999975 -5.34488084882468),1.6,121.0,80.0,82.0,1666625847000,30300,Morro dos Ventos VI,AG_11_MV6,180936.98,9408465.82,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos VI S.A,,365,RN,EOLCVRN030300-3-01,-5.34488084882468,-35.878577948999975
365,POINT (-41.47370284899995 -11.855301388620104),2.0,138.5,90.0,97.0,1666625847000,31338,Damascena,Damascena 01,230495.0,8688251.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Damascena Eólica S.A.,,366,BA,EOLCVBA031338-6-01,-11.855301388620104,-41.47370284899995
366,POINT (-35.91198077899998 -5.421636118822229),2.35,153.5,99.5,108.0,1666625847000,30788,Modelo II,AEG7,177272.0,9399953.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Enel Green Power Modelo II Eólica S.A.,,367,RN,EOLCVRN030788-2-01,-5.421636118822229,-35.91198077899998
367,POINT (-42.58126747699998 -14.549777356540588),3.0,136.0,75.0,122.0,1666625847000,31407,Folha de Serra,FDS - 04,760636.0,8390087.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Folha da Serra S.A.,,368,BA,EOLCVBA031407-2-01,-14.549777356540588,-42.58126747699998
368,POINT (-37.690248768999936 -4.613635623848425),2.1,153.7,120.0,110.0,1666625847000,30925,Ventos de Horizonte,HO-03,645286.0,9489910.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energia dos Ventos X S.A.,,369,CE,EOLCVCE030925-7-01,-4.613635623848425,-37.690248768999936
369,POINT (-42.55736489499998 -14.270681031548635),3.0,130.0,75.0,110.0,1666625847000,31424,Vaqueta,VAQ_08,763541.0,8420952.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Vaqueta S.A.,,370,BA,EOLCVBA031424-2-01,-14.270681031548635,-42.55736489499998
370,POINT (-39.59904791099996 -3.0948192688981),2.1,147.5,96.2,95.0,1666625847000,30372,Icaraí I,AEG-03,433436.32108644,9657907.35772756,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Icaraí I S.A.,,371,CE,EOLCVCE030372-0-01,-3.0948192688981,-39.59904791099996
371,POINT (-41.556723310999985 -8.627533433719695),3.0,182.5,120.0,125.0,1666625847000,33619,Aura Lagoa do Barro 3,ALB-3-07,218609.0,9045384.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Lagoa do Barro III Energias Renováveis S.A.,,372,PI,EOLCVPI033619-0-01,-8.627533433719695,-41.556723310999985
372,POINT (-38.96169288799995 -3.4420144148867142),2.1,124.0,80.0,88.0,1666625847000,28706,Paracuru,AEG 10,504255.0,9619548.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Paracuru Geração e Comercialização de Energia S.A.,,373,CE,EOLCVCE028706-7-01,-3.4420144148867142,-38.96169288799995
373,POINT (-35.86279953099995 -5.362925165824134),1.6,120.0,80.0,82.0,1666625847000,30503,Eurus I,AG_03_EU1,182694.971666,9406475.95879,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Eólica S.A.,,374,RN,EOLCVRN030503-0-01,-5.362925165824134,-35.86279953099995
374,POINT (-38.072936184999946 -4.201316799861912),0.8,99.0,75.0,48.0,1666625847000,28174,Beberibe,WEC - 24,602926.3231,9535599.6394,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Beberibe S.A.,,375,CE,EOLCVCE028174-3-01,-4.201316799861912,-38.072936184999946
375,POINT (-36.501412835999936 -5.338673403824918),4.2,200.0,125.0,150.0,1651596285000,35158,Afonso Bezerra I,AFB_I-4,776919.0,9409337.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Afonso Bezerra I Geração de Energia SPE S.A.,,376,RN,EOLCVRN035158-0-01,-5.338673403824918,-36.501412835999936
376,POINT (-37.06116193899993 -5.18057001883004),4.2,195.0,120.0,150.0,1666625847000,38143,Vila Sergipe II,VSE-II-8,714909.3209,9427047.2903,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Vila Sergipe 2 Empreendimentos e Participações S.A.,,377,RN,EOLCVRN038143-8-01,-5.18057001883004,-37.06116193899993
377,POINT (-42.64211503599994 -14.46914777354289),1.85,121.25,80.0,82.5,1666625847000,30739,Caititu,CAI-082,754168.0,8399080.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Caititu S.A.,,378,BA,EOLCVBA030739-4-01,-14.46914777354289,-42.64211503599994
378,POINT (-53.32504553899997 -33.65461914412917),1.79,130.0,80.0,100.0,1666625847000,31600,Verace 27,AGV27-05,284399.0,6273713.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Hermenegildo I S.A.,,379,RS,EOLCVRS031600-8-01,-33.65461914412917,-53.32504553899997
379,POINT (-50.28547837299994 -29.912614263183855),2.3,149.0,108.0,82.0,1666625847000,30381,Sangradouro 2,SG2-01,568975.16,6690683.149,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos da Lagoa Energia S.A.,,380,RS,EOLCVRS030381-0-01,-29.912614263183855,-50.28547837299994
380,POINT (-39.95917266899994 -2.8598883429058066),1.5,100.0,65.0,70.0,1666625847000,28441,Volta do Rio,2,393395.15164071,9683849.25036116,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Central Eólica Volta do Rio S.A.,,381,CE,EOLCVCE028441-6-01,-2.8598883429058066,-39.95917266899994
381,POINT (-35.961264881999966 -5.447833183821351),1.8,130.0,80.0,100.0,1666625847000,30501,Cabeço Preto IV,AEG10,171819.0,9397026.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Moxotó S.A,,382,RN,EOLCVRN030501-4-01,-5.447833183821351,-35.961264881999966
382,POINT (-35.986779468999934 -5.301376154826115),1.6,121.25,80.0,82.5,1666625847000,30508,Asa Branca VIII,AB-VIII_14,168910.0,9413224.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Asa Branca VIII Energias Renováveis Ltda,,383,RN,EOLCVRN030508-1-01,-5.301376154826115,-35.986779468999934
383,POINT (-39.90372879899996 -2.9631953729024088),3.0,182.5,120.0,125.0,1666625847000,31814,Itarema IX,ITA-IX-04,399733.0,9673236.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Itarema IX S.A.,,384,CE,EOLCVCE031814-0-01,-2.9631953729024088,-39.90372879899996
384,POINT (-36.513466722999965 -6.026488182802687),2.0,126.5,78.0,97.0,1666625847000,30615,Serra de Santana III,2,775255.0,9333240.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Seridó S.A.,,385,RN,EOLCVRN030615-0-01,-6.026488182802687,-36.513466722999965
385,POINT (-38.12559823999993 -9.070019945705809),2.35,130.0,80.0,100.0,1666625847000,30805,Pau Ferro,UG3,596094.0,8997291.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Pau Ferro Eólica S.A.,,386,PE,EOLCVPE030805-6-01,-9.070019945705809,-38.12559823999993
386,POINT (-36.15859902699998 -5.123284165831894),1.67,123.0,80.0,86.0,1666625847000,30417,Rei dos Ventos 3,RDV 60,815049.9813,9433010.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rei dos Ventos 3 Geradora de Energia S.A.,,387,RN,EOLCVRN030417-4-01,-5.123284165831894,-36.15859902699998
387,POINT (-49.566250053999966 -28.445645871209134),1.5,138.5,100.0,77.0,1666625847000,29062,Bom Jardim,UG 11,640393.767,6852592.7305,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Bom Jardim Energia Eólica S.A.,,388,SC,EOLCVSC029062-9-01,-28.445645871209134,-49.566250053999966
388,POINT (-52.22222433699995 -32.23340930414822),2.0,126.5,78.0,97.0,1666625847000,30469,REB Cassino I,10,384844.0,6433037.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),EOL Vento Energias Renováveis S.A,,389,RS,EOLCVRS030469-7-01,-32.23340930414822,-52.22222433699995
389,POINT (-41.70078522999995 -2.8348381779065903),0.9,99.0,77.0,44.0,1666625847000,28731,Pedra do Sal,WEC-16,199723.034,9686311.347,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Pedra do Sal S.A.,,390,PI,EOLCVPI028731-8-01,-2.8348381779065903,-41.70078522999995
390,POINT (-34.98233207999994 -6.588623183784595),0.8,99.6,75.6,48.0,1666625847000,29087,Coelhos III,58,280858.0,9271337.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,,391,PB,EOLCVPB029087-4-01,-6.588623183784595,-34.98233207999994
391,POINT (-55.73935136899997 -30.82617539416917),2.0,149.38,108.0,82.0,1666625847000,30348,Cerro Chato I,AEG 8,620569.0014,6588994.4521,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eletrosul Centrais Elétricas S.A.,,392,RS,EOLCVRS030348-8-01,-30.82617539416917,-55.73935136899997
392,POINT (-41.04033360899996 -3.8796634828723877),2.1,175.0,120.0,110.0,1666625847000,31611,Bons Ventos Cacimbas 7,8,273431.0,9570901.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Geradora Eólica Bons Ventos da Serra 2 S.A.,,393,CE,EOLCVCE031611-3-01,-3.8796634828723877,-41.04033360899996
393,POINT (-51.731499189999965 -26.637985379243197),1.5,138.5,100.0,77.0,1666625847000,29070,Cruz Alta,AEG 10,427192.0232,7053451.7906,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Cruz Alta Energia Eólica S.A.,,394,SC,EOLCVSC029070-0-01,-26.637985379243197,-51.731499189999965
394,POINT (-36.57209464999993 -6.095362415800437),2.0,138.5,90.0,97.0,1666625847000,30609,Serra de Santana II,12,768727.0,9325649.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Gestamp Eólica Lagoa Nova S.A.,,395,RN,EOLCVRN030609-6-01,-6.095362415800437,-36.57209464999993
395,POINT (-35.49513887799998 -7.491308357755723),1.65,111.0,70.0,82.0,1666625847000,28481,Pirauá,PIR-01,224623.0,9171156.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Eólica Pirauá Geradora de Energia S.A.,,396,PE,EOLCVPE028481-5-01,-7.491308357755723,-35.49513887799998
396,POINT (-35.95545150899994 -5.0772775778333825),2.1,175.0,120.0,110.0,1666625847000,32354,Esperança do Nordeste,ES02,172270.0,9438045.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Usina de Energia Eólica Esperança do Nordeste S.A.,,397,RN,EOLCVRN032354-3-01,-5.0772775778333825,-35.95545150899994
397,POINT (-37.687669521999965 -4.604577445848752),2.1,153.7,120.0,110.0,1666625847000,30924,Santa Catarina,SC-09,645574.0,9490911.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Energia dos Ventos III S.A.,,398,CE,EOLCVCE030924-9-01,-4.604577445848752,-37.687669521999965
398,POINT (-35.39220503799993 -5.326361543825301),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.26,234873.0,9410746.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,399,RN,EOLCVRN028424-6-01,-5.326361543825301,-35.39220503799993
399,POINT (-42.62156907899998 -14.04892695455506),1.68,122.0,80.0,82.5,1666625847000,30776,Pilões,PIL-01,756859.693964,8445567.88305,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Pilões S.A.,,400,BA,EOLCVBA030776-9-01,-14.04892695455506,-42.62156907899998
400,POINT (-35.97334861099995 -5.044490308834458),2.0,175.0,120.0,110.0,1666625847000,30536,Dreen São Bento do Norte,7,170267.0,9441665.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),GE  São Bento do Norte S.A,,401,RN,EOLCVRN030536-7-01,-5.044490308834458,-35.97334861099995
401,POINT (-39.98317842199998 -2.873617521905347),1.5,123.5,85.0,77.0,1666625847000,30279,Buriti,17,390768.0,9682369.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Nova Eólica Buriti S.A,,402,CE,EOLCVCE030279-1-01,-2.873617521905347,-39.98317842199998
402,POINT (-38.879646858999934 -3.5342983798836745),2.1,143.7,96.2,95.0,1666625847000,30295,Colônia,AEG-05,513367.0,9609348.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Colônia S.A.,,403,CE,EOLCVCE030295-3-01,-3.5342983798836745,-38.879646858999934
403,POINT (-36.013523917999976 -5.383149944823468),1.6,121.25,80.0,82.5,1666625847000,30507,Asa Branca V,AB-V05,831012.37184185,9404158.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Asa Branca V Energias Renováveis S.A.,,404,RN,EOLCVRN030507-3-01,-5.383149944823468,-36.013523917999976
404,POINT (-39.251414463999936 -3.340758851890037),2.1,137.5,90.0,95.0,1666625847000,30331,Faísa II,11,472071.0,9630738.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa II Geração e Comercialização de Energia Ltda.,,405,CE,EOLCVCE030331-3-01,-3.340758851890037,-39.251414463999936
