,geometry,POT_MW,ALT_TOTAL,ALT_TORRE,DIAM_ROTOR,DATA_ATUALIZACAO,EOL_VERSAO_ID,NOME_EOL,DEN_AEG,X,Y,VERSAO,DATUM_EMP,OPERACAO,FUSO_AG,PROPRIETARIO,ORIGEM,OBJECTID,UF,CEG,lat,long
796,POINT (-41.51932458099998 -10.661768259656444),2.5,148.0,90.0,116.0,1666625847000,31738,Umburanas 01,UMB_01_09,224387.0,8820297.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 1 S.A.,,797,BA,EOLCVBA031738-1-01,-10.661768259656444,-41.51932458099998
797,POINT (-39.59041615799998 -3.078159078898609),2.1,147.5,96.2,95.0,1666625847000,30372,Icaraí I,AEG-09,434394.45754714,9659749.49828976,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Geradora Eólica Icaraí I S.A.,,798,CE,EOLCVCE030372-0-01,-3.078159078898609,-39.59041615799998
798,POINT (-35.809431350999944 -5.09010033983295),1.6,130.0,80.0,100.0,1666625847000,30564,União dos Ventos 3,7,188481.55,9436698.11,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Ponta do Vento Leste Geradora Eólica S.A.,,799,RN,EOLCVRN030564-2-01,-5.09010033983295,-35.809431350999944
799,POINT (-41.23227423299994 -11.015567920645596),2.0999999,137.0,80.0,114.0,1666625847000,34717,Ventos de Santa Emília,BA-05-06,256092.999993,8781391.000042,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Babilônia V S.A.,,800,BA,EOLCVBA034717-5-01,-11.015567920645596,-41.23227423299994
800,POINT (-39.324810886999956 -3.327076476890456),4.2,200.0,125.0,150.0,1666625847000,40884,Serrote VII,SVII-4,463917.0,9632248.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,,801,CE,EOLCVCE040884-0-01,-3.327076476890456,-39.324810886999956
801,POINT (-50.780528612999944 -30.274660681177906),2.7,150.0,89.0,122.0,1666625847000,31509,Pontal 2A,AERO 02,521109.0,6650759.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Enerplan Energia Eólica IV S.A.,,802,RS,EOLCVRS031509-5-01,-30.274660681177906,-50.780528612999944
802,POINT (-41.439186932999974 -8.79053762771462),3.0,182.5,120.0,125.0,1616521690000,33016,Ventos de Santa Ângela 12,VSA12-10,231669.0,9027432.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela ACL 12 S.A.,,803,PI,EOLCVPI033016-7-01,-8.79053762771462,-41.439186932999974
803,POINT (-39.37372754399997 -3.234672920893517),4.2,200.0,125.0,150.0,1614682364000,40883,Serrote VI,SVI-4,458479.0,9642460.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Serrote Geração de Energia Elétrica S.A.,,804,CE,EOLCVCE040883-2-01,-3.234672920893517,-39.37372754399997
804,POINT (-42.60533109599993 -14.120150471553009),1.68,130.0,80.0,100.0,1673367898000,30768,Maron,AEG-16,758534.0,8437667.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Maron S.A.,,805,BA,EOLCVBA030768-8-01,-14.120150471553009,-42.60533109599993
805,POINT (-42.585691149999946 -14.341106019546551),1.85,121.25,80.0,82.5,1666625847000,30731,Teiu,TEI-033,760402.0,8413189.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Teiu S.A.,,806,BA,EOLCVBA030731-9-01,-14.341106019546551,-42.585691149999946
806,POINT (-42.703858288999974 -13.833364912561347),2.7,151.0,90.0,122.0,1673349921000,32090,Amescla,2,748199.0,8469513.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Centrais Eólicas Amescla S.A.,,807,BA,EOLCVBA032090-0-01,-13.833364912561347,-42.703858288999974
807,POINT (-35.37976787699995 -5.335276835824996),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.53,236256.0,9409765.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,808,RN,EOLCVRN028424-6-01,-5.335276835824996,-35.37976787699995
808,POINT (-35.83789293499995 -5.083671756833157),1.6,130.0,80.0,100.0,1666625847000,30562,União dos Ventos 1,UV1-10,185319.967,9437395.759,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Energia Potiguar Geradora Eólica S.A.,,809,RN,EOLCVRN030562-6-01,-5.083671756833157,-35.83789293499995
809,POINT (-40.95861817399998 -10.03694563667572),2.0,135.0,80.0,110.0,1666625847000,32358,Delfina II,AEG 1,285329.0,8889863.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Delfina A Eólica S.A.,,810,BA,EOLCVBA032358-6-01,-10.03694563667572,-40.95861817399998
810,POINT (-42.63562065599995 -14.423899165544197),1.85,121.25,80.0,82.5,1666625847000,30738,Coqueirinho,COQ-096,754920.0,8404081.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Coqueirinho S.A.,,811,BA,EOLCVBA030738-6-01,-14.423899165544197,-42.63562065599995
811,POINT (-41.51882947599996 -10.678190668655919),2.5,148.0,90.0,116.0,1666625847000,31738,Umburanas 01,UMB_01_02,224456.0,8818480.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Centrais Eólicas Umburanas 1 S.A.,,812,BA,EOLCVBA031738-1-01,-10.678190668655919,-41.51882947599996
812,POINT (-35.98517610199997 -5.050001248834244),2.0,175.0,120.0,110.0,1666625847000,30549,Dreen Olho D Água,2,168957.00000272,9441048.99998822,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),GE Olho D'Água S.A,,813,RN,EOLCVRN030549-9-01,-5.050001248834244,-35.98517610199997
813,POINT (-50.29679123299996 -29.938573737183404),2.0,133.0,98.0,70.0,1666625847000,28811,Sangradouro,SG-16,567865.45,6687813.29,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,814,RS,EOLCVRS028811-0-01,-29.938573737183404,-50.29679123299996
814,POINT (-42.674852761999944 -13.90118856155936),1.6,121.25,80.0,82.5,1666625847000,30318,Nossa Senhora da Conceição,NSC_13,751307.0,8462020.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Nossa Senhora Conceição S.A.,,815,BA,EOLCVBA030318-6-01,-13.90118856155936,-42.674852761999944
815,POINT (-35.87211624599996 -5.306473407825926),2.0,145.0,95.0,100.0,1666625847000,30515,Renascença I,UG6,181634.953,9412720.375,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença I S.A.,,816,RN,EOLCVRN030515-4-01,-5.306473407825926,-35.87211624599996
816,POINT (-35.93484081399998 -5.276576936826926),2.0,139.0,98.0,82.0,1666625847000,30378,Santa Clara V,SC-V-04,174659.55,9415996.39,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara V Energias Renováveis Ltda.,,817,RN,EOLCVRN030378-0-01,-5.276576936826926,-35.93484081399998
817,POINT (-51.68989450099997 -26.58740438924417),0.6,86.6,64.6,44.0,1666625847000,28793,Água Doce,AEG 5,431343.2,7059114.0,Versão Válida,SAD69,Sim,UTM 22 S (MER -51),CENAEEL - Central Nacional de Energia Eólica S.A.,,818,SC,EOLCVSC028793-8-01,-26.58740438924417,-51.68989450099997
818,POINT (-35.952795959999946 -5.431741792821891),1.8,130.0,80.0,100.0,1666625847000,30333,Cabeço Preto,AEG05,172786.29,9398956.06,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Baixa Verde S.A,,819,RN,EOLCVRN030333-0-01,-5.431741792821891,-35.952795959999946
819,POINT (-51.78967764899994 -26.590661734244115),1.5,138.5,100.0,77.0,1666625847000,29056,Salto,AEG 8,421372.977,7058651.577,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Salto Energia Eólica S.A.,,820,SC,EOLCVSC029056-4-01,-26.590661734244115,-51.78967764899994
820,POINT (-51.73010664299995 -26.641046895243118),1.5,138.5,100.0,77.0,1666625847000,29070,Cruz Alta,AEG 9,427332.569,7053113.493,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Cruz Alta Energia Eólica S.A.,,821,SC,EOLCVSC029070-0-01,-26.641046895243118,-51.73010664299995
821,POINT (-38.157739252999924 -4.121811266864476),2.1,124.0,80.0,88.0,1666625847000,28630,Foz do Rio Choró,AEG 10,593523.0,9544401.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),SIIF Cinco Geração e Comercialização de Energia S.A.,,822,CE,EOLCVCE028630-3-01,-4.121811266864476,-38.157739252999924
822,POINT (-39.21841899699995 -3.273195330892236),2.308,130.5,80.0,101.0,1666625847000,30663,Guajirú,UG7,475734.76,9638206.98,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Central Eólica Guajirú S.A.,,823,CE,EOLCVCE030663-0-01,-3.273195330892236,-39.21841899699995
823,POINT (-35.917875598999956 -5.473666790820551),2.7,150.0,89.0,122.0,1666625847000,30834,Santa Helena,2,176646.0,9394191.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Helena Energias Renováveis S.A.,,824,RN,EOLCVRN030834-0-01,-5.473666790820551,-35.917875598999956
824,POINT (-41.47098103299994 -11.846424974620335),2.0,138.5,90.0,97.0,1666625847000,31121,Dois Riachos,Dois Riachos 12,230783.0,8689236.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Dois Riachos Eólica S.A.,,825,BA,EOLCVBA031121-9-01,-11.846424974620335,-41.47098103299994
825,POINT (-36.384691001999954 -5.109203932832343),1.65,111.0,70.0,82.0,1666625847000,28444,Alegria I,AEG I-25,790006.0,9434716.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),New Energy Options Geração de Energia S.A.,,826,RN,EOLCVRN028444-0-01,-5.109203932832343,-36.384691001999954
826,POINT (-36.18975523199998 -5.108151342832398),1.67,123.0,80.0,86.0,1666625847000,30417,Rei dos Ventos 3,RDV 42,811600.0,9434700.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rei dos Ventos 3 Geradora de Energia S.A.,,827,RN,EOLCVRN030417-4-01,-5.108151342832398,-36.18975523199998
827,POINT (-39.254243968999965 -3.317046147890823),2.1,137.5,90.0,95.0,1666625847000,30329,Faísa IV,4,471756.0,9633359.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa IV Geração e Comercialização de Energia Ltda.,,828,CE,EOLCVCE030329-1-01,-3.317046147890823,-39.254243968999965
828,POINT (-36.777987192999944 -8.884491392711649),1.7,130.0,80.0,100.0,1666625847000,31353,Ventos de Santa Brígida VI,BR6-16,744366.0,9017186.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Ventos de Santa Brígida VI Energias Renováveis S.A.,,829,PE,EOLCVPE031353-0-01,-8.884491392711649,-36.777987192999944
829,POINT (-55.67491303899993 -30.799728917169585),2.0,147.2,97.2,100.0,1666625847000,30756,Cerro Chato VI,11,626769.847951,6591842.10101,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eólica Cerro Chato VI S.A.,,830,RS,EOLCVRS030756-4-01,-30.799728917169585,-55.67491303899993
830,POINT (-38.14145312999995 -9.060335125706098),2.35,130.0,80.0,100.0,1666625847000,30806,Pedra do Gerônimo,AEG4,594354.0,8998366.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Pedra do Gerônimo Eólica S.A.,,831,PE,EOLCVPE030806-4-01,-9.060335125706098,-38.14145312999995
831,POINT (-37.76178329199996 -4.457471521853524),2.1,124.0,80.0,88.0,1666625847000,28788,Canoa Quebrada,UGE 23,637379.18,9507190.11,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,832,CE,EOLCVCE028788-1-01,-4.457471521853524,-37.76178329199996
832,POINT (-34.96749960599994 -6.5687828357852345),0.8,99.6,75.6,48.0,1666625847000,29089,Caravela,11,282490.0,9273538.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,,833,PB,EOLCVPB029089-0-01,-6.5687828357852345,-34.96749960599994
833,POINT (-52.35971067899994 -32.378286606146176),2.7,150.0,89.0,122.0,1666625847000,30840,Corredor do Senandes IV,S4-07,372093.0,6416820.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),NCER Eólica Corredor do Senandes IV Ltda.,,834,RS,EOLCVRS030840-4-01,-32.378286606146176,-52.35971067899994
834,POINT (-34.97514471499994 -6.490606867787705),0.8,98.85,74.85,48.0,1666625847000,29041,Millennium,01,281572.0,9282134.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),SPE Millennium Central Geradora Eólica S.A.,,835,PB,EOLCVPB029041-6-01,-6.490606867787705,-34.97514471499994
835,POINT (-35.37662040499998 -5.332875650825075),0.8,99.0,75.0,48.0,1666625847000,28424,RN 15 - Rio do Fogo,1.50,236604.0,9410032.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energias Renováveis do Brasil S.A.,,836,RN,EOLCVRN028424-6-01,-5.332875650825075,-35.37662040499998
836,POINT (-35.99604767399995 -5.049409051834262),2.0,175.0,120.0,110.0,1666625847000,30536,Dreen São Bento do Norte,1,167750.0,9441109.0001,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),GE  São Bento do Norte S.A,,837,RN,EOLCVRN030536-7-01,-5.049409051834262,-35.99604767399995
837,POINT (-35.90066218099997 -5.244262343827942),2.0,139.0,98.0,82.0,1666625847000,30308,Santa Clara II,SC-II-01,178435.02,9419590.74,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara II Energias Renováveis Ltda.,,838,RN,EOLCVRN030308-9-01,-5.244262343827942,-35.90066218099997
838,POINT (-35.891094529999975 -5.345242544824701),1.6,121.0,80.0,82.0,1666625847000,30300,Morro dos Ventos VI,AG_03_MV6,179548.66,9408419.27,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos VI S.A,,839,RN,EOLCVRN030300-3-01,-5.345242544824701,-35.891094529999975
839,POINT (-49.60689095399994 -28.441294698209244),1.5,138.5,100.0,77.0,1666625847000,29055,Rio do Ouro,AEG 8,636419.329,6853121.6185,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Rio de Ouro Energia Eólica S.A.,,840,SC,EOLCVSC029055-6-01,-28.441294698209244,-49.60689095399994
840,POINT (-38.10398655299998 -9.05253982970636),2.35,130.0,80.0,100.0,1666625847000,30805,Pau Ferro,UG12,598474.0,8999218.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Pau Ferro Eólica S.A.,,841,PE,EOLCVPE030805-6-01,-9.05253982970636,-38.10398655299998
841,POINT (-53.391625827999974 -33.68757198012875),2.0,126.5,78.0,97.0,1666625847000,30754,Chuí IV,UG40,278308.28,6269917.27,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Eólica Chuí IV S.A.,,842,RS,EOLCVRS030754-8-01,-33.68757198012875,-53.391625827999974
842,POINT (-35.38809073599998 -5.531954449818634),2.7,150.0,89.0,122.0,1666625847000,30870,Riachão I,AEG 11,235419.0,9388002.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Central Eólica Acari Ltda.,,843,RN,EOLCVRN030870-6-01,-5.531954449818634,-35.38809073599998
843,POINT (-35.84550291799997 -5.37594401182368),2.3,139.0,98.0,82.0,1666625847000,30660,Juremas,JUR-07,184622.0,9405045.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),SPE Juremas Energia S.A.,,844,RN,EOLCVRN030660-6-01,-5.37594401182368,-35.84550291799997
844,POINT (-39.62243711199994 -3.027593327900304),2.1,124.0,80.0,88.0,1666625847000,30289,Icaraí,AEG 4,430835.271,9665338.106,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Icaraí Geração e Comercialização de Energia S.A,,845,CE,EOLCVCE030289-9-01,-3.027593327900304,-39.62243711199994
845,POINT (-35.952529367999944 -5.410285671822563),1.8,130.0,80.0,100.0,1666625847000,30333,Cabeço Preto,AEG02,172804.29,9401231.06,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Baixa Verde S.A,,846,RN,EOLCVRN030333-0-01,-5.410285671822563,-35.952529367999944
846,POINT (-36.182107394999946 -5.105407054832461),1.67,123.0,80.0,86.0,1666625847000,30416,Rei dos Ventos 1,RDV 27,812450.0,9435000.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Eolo Geradora de Energia S.A.,,847,RN,EOLCVRN030416-6-01,-5.105407054832461,-36.182107394999946
847,POINT (-35.868453459999955 -5.373852752823751),1.6,121.0,80.0,82.0,1666625847000,30310,Morro dos Ventos III,AG_17_MV3,182075.12,9405264.55,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos III S.A,,848,RN,EOLCVRN030310-0-01,-5.373852752823751,-35.868453459999955
848,POINT (-42.349899716999964 -12.320740104606097),1.6,123.0,80.0,86.0,1666625847000,30305,Novo Horizonte,NH 17,788236.0,8636556.0,Versão Válida,SIRGAS2000,Sim,UTM 23 S (MER -45),Novo Horizonte Energética S.A,,849,BA,EOLCVBA030305-4-01,-12.320740104606097,-42.349899716999964
849,POINT (-39.254830985999945 -3.3593946108894306),2.1,137.5,90.0,95.0,1666625847000,30309,Faísa V,5,471692.0,9628678.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa V Geração e Comercialização de Energia Ltda.,,850,CE,EOLCVCE030309-7-01,-3.3593946108894306,-39.254830985999945
850,POINT (-42.62557885499996 -14.426716544544126),1.85,121.25,80.0,82.5,1666625847000,30738,Coqueirinho,COQ-098,756000.0,8403758.0,Versão Válida,WGS84,Sim,UTM 23 S (MER -45),Central Eólica Coqueirinho S.A.,,851,BA,EOLCVBA030738-6-01,-14.426716544544126,-42.62557885499996
851,POINT (-34.96990552099993 -6.498465708787482),0.8,98.85,74.85,48.0,1666625847000,29041,Millennium,09,282155.0,9281267.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),SPE Millennium Central Geradora Eólica S.A.,,852,PB,EOLCVPB029041-6-01,-6.498465708787482,-34.96990552099993
852,POINT (-41.47952853299995 -8.59522644172074),3.15,182.5,120.0,125.0,1609774555000,33013,Ventos de Santa Angela 09,VSA09-01,227087.0,9049015.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Enel Green Power Ventos de Santa Ângela 9 S.A.,,853,PI,EOLCVPI033013-2-01,-8.59522644172074,-41.47952853299995
853,POINT (-35.91677894999998 -5.252804398827688),2.0,139.0,98.0,82.0,1666625847000,30307,Santa Clara IV,SC-IV-02,176651.21,9418636.99,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Santa Clara IV Energias Renováveis Ltda.,,854,RN,EOLCVRN030307-0-01,-5.252804398827688,-35.91677894999998
854,POINT (-36.16332288799998 -5.113684747832217),1.67,123.0,80.0,86.0,1666625847000,30417,Rei dos Ventos 3,RDV 51,814530.479,9434074.72,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Rei dos Ventos 3 Geradora de Energia S.A.,,855,RN,EOLCVRN030417-4-01,-5.113684747832217,-36.16332288799998
855,POINT (-50.28119687999998 -30.001422843182365),2.0,133.0,98.0,70.0,1666625847000,28864,Índios,IN-23,569333.9087,6680822.336,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Ventos do Sul Energia S.A.,,856,RS,EOLCVRS028864-0-01,-30.001422843182365,-50.28119687999998
856,POINT (-34.970846854999934 -6.562441021785437),0.8,99.6,75.6,48.0,1666625847000,29084,Camurim,25,282117.0,9274238.0,Versão Válida,SAD69,Sim,UTM 25 S (MER -33),Vale dos Ventos Geradora Eólica S.A,,857,PB,EOLCVPB029084-0-01,-6.562441021785437,-34.970846854999934
857,POINT (-37.761644394999955 -4.4308096488544235),2.1,121.5,77.5,88.0,1666625847000,28887,Bons Ventos,NBV-01,637399.531,9510137.889,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),BVP Geradora de Energia S.A.,,858,CE,EOLCVCE028887-0-01,-4.4308096488544235,-37.761644394999955
858,POINT (-52.213787044999954 -32.22382955814838),2.0,126.5,78.0,97.0,1666625847000,30469,REB Cassino I,2,385627.0,6434108.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),EOL Vento Energias Renováveis S.A,,859,RS,EOLCVRS030469-7-01,-32.22382955814838,-52.213787044999954
859,POINT (-55.68088296499997 -30.825818885169205),2.0,149.38,108.0,82.0,1666625847000,30350,Cerro Chato III,AEG 2,626169.6777,6588973.1349,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eletrosul Centrais Elétricas S.A.,,860,RS,EOLCVRS030350-0-01,-30.825818885169205,-55.68088296499997
860,POINT (-36.98982992399994 -4.9627039438370915),3.0,178.0,120.0,116.0,1666625847000,30832,Carcará I,AEG5,722894.0,9451120.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Carcará I S.A.,,861,RN,EOLCVRN030832-3-01,-4.9627039438370915,-36.98982992399994
861,POINT (-35.88583520599997 -5.290905070826441),2.0,145.0,95.0,100.0,1666625847000,30527,Renascença III,UG7,180102.749,9414439.864,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Energisa Geração - Central Eólica Renascença III S.A.,,862,RN,EOLCVRN030527-8-01,-5.290905070826441,-35.88583520599997
862,POINT (-37.01793433299997 -5.0013679918358225),3.0,178.0,120.0,116.0,1666625847000,30898,Terral,AEG-09,719763.6,9446853.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Usina de Energia Eólica Terral S.A.,,863,RN,EOLCVRN030898-6-01,-5.0013679918358225,-37.01793433299997
863,POINT (-42.67758909199995 -13.888348091559719),1.6,121.25,80.0,82.5,1666625847000,30318,Nossa Senhora da Conceição,NSC_5,751025.0,8463444.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Nossa Senhora Conceição S.A.,,864,BA,EOLCVBA030318-6-01,-13.888348091559719,-42.67758909199995
864,POINT (-38.15227380399995 -4.119010278864575),2.1,124.0,80.0,88.0,1666625847000,28630,Foz do Rio Choró,AEG 05,594130.0,9544710.0,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),SIIF Cinco Geração e Comercialização de Energia S.A.,,865,CE,EOLCVCE028630-3-01,-4.119010278864575,-38.15227380399995
865,POINT (-41.70529383999997 -2.8309047209067524),0.9,99.0,77.0,44.0,1666625847000,28731,Pedra do Sal,WEC-13,199220.371,9686745.439,Versão Válida,SAD69,Sim,UTM 24 S (MER -39),Eólica Pedra do Sal S.A.,,866,PI,EOLCVPI028731-8-01,-2.8309047209067524,-41.70529383999997
866,POINT (-35.97260797499996 -5.466548661820792),1.8,130.0,80.0,100.0,1666625847000,30501,Cabeço Preto IV,AEG03,170571.0,9394949.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Gestamp Eólica Moxotó S.A,,867,RN,EOLCVRN030501-4-01,-5.466548661820792,-35.97260797499996
867,POINT (-52.228560854999955 -32.214521880148475),2.0,126.5,78.0,97.0,1666625847000,30468,REB Cassino III,11,384223.0,6435124.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),EOL Brisa Energias Renováveis S.A.,,868,RS,EOLCVRS030468-9-01,-32.214521880148475,-52.228560854999955
868,POINT (-50.18135812999998 -30.086656963180967),2.0,139.0,98.0,82.0,1666625847000,28712,Elebrás Cidreira 1,10,578876.0,6673160.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Elebrás Projetos S.A,,869,RS,EOLCVRS028712-1-01,-30.086656963180967,-50.18135812999998
869,POINT (-42.59787906699995 -14.175791603551342),1.6,121.25,80.0,82.5,1666625847000,30341,Rio Verde,RVE_16,759320.0,8431544.0,Versão Válida,SAD69,Sim,UTM 23 S (MER -45),Centrais Eólicas Rio Verde S.A.,,870,BA,EOLCVBA030341-0-01,-14.175791603551342,-42.59787906699995
870,POINT (-35.98093042299996 -5.04556678083439),2.0,175.0,120.0,110.0,1666625847000,30536,Dreen São Bento do Norte,6,169426.0,9441542.0,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),GE  São Bento do Norte S.A,,871,RN,EOLCVRN030536-7-01,-5.04556678083439,-35.98093042299996
871,POINT (-52.222240762999945 -32.220365360148406),2.0,126.5,78.0,97.0,1666625847000,30477,REB Cassino II,6,384826.0,6434483.0,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),EOL Wind Energias Renováveis S.A,,872,RS,EOLCVRS030477-8-01,-32.220365360148406,-52.222240762999945
872,POINT (-39.26418308099994 -3.3219650538906635),2.1,137.5,90.0,95.0,1666625847000,30329,Faísa IV,10,470652.0,9632815.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Eólica Faísa IV Geração e Comercialização de Energia Ltda.,,873,CE,EOLCVCE030329-1-01,-3.3219650538906635,-39.26418308099994
873,POINT (-36.21182762999996 -5.104008723832487),1.67,123.0,80.0,86.0,1666625847000,30416,Rei dos Ventos 1,RDV 08,809152.6761,9435169.1209,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Brasventos Eolo Geradora de Energia S.A.,,874,RN,EOLCVRN030416-6-01,-5.104008723832487,-36.21182762999996
874,POINT (-39.667707630999985 -3.0140133559007434),2.1,124.0,80.0,88.0,1666625847000,28699,Icaraizinho,AEG 10,425801.0,9666834.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),CPFL Energias Renováveis S.A.,,875,CE,EOLCVCE028699-0-01,-3.0140133559007434,-39.667707630999985
875,POINT (-55.72674529299997 -30.83312567716903),2.0,149.38,108.0,82.0,1666625847000,30348,Cerro Chato I,AEG 6,621766.4907,6588209.2299,Versão Válida,SIRGAS2000,Sim,UTM 21 S (MER -57),Eletrosul Centrais Elétricas S.A.,,876,RS,EOLCVRS030348-8-01,-30.83312567716903,-55.72674529299997
876,POINT (-49.61450349799998 -28.461660467208837),1.5,138.5,100.0,77.0,1666625847000,29055,Rio do Ouro,AEG 18,635647.794,6850873.6975,Versão Válida,SIRGAS2000,Sim,UTM 22 S (MER -51),Rio de Ouro Energia Eólica S.A.,,877,SC,EOLCVSC029055-6-01,-28.461660467208837,-49.61450349799998
877,POINT (-40.06712900599996 -2.8472577459062167),2.0,126.5,78.0,97.0,1666625847000,33756,Cataventos Acaraú I,CAI-08,381394.0,9685235.0,Versão Válida,SIRGAS2000,Sim,UTM 24 S (MER -39),Cataventos Acaraú – Geração de Energias Renováveis S.A.,,878,CE,EOLCVCE033756-0-01,-2.8472577459062167,-40.06712900599996
878,POINT (-35.876050766999974 -5.368652453823956),1.6,121.0,80.0,82.0,1666625847000,30311,Morro dos Ventos IV,AG_16_MV4,181229.67,9405836.15,Versão Válida,SIRGAS2000,Sim,UTM 25 S (MER -33),Desa Morro dos Ventos IV S.A,,879,RN,EOLCVRN030311-9-01,-5.368652453823956,-35.876050766999974
